eval_idx,dataset_idx,method,noise_strength,n_povs,unified_score,mean_bbox_iou,mean_camera_similarity,detection_f1,count_accuracy
5,5,refinement,0.5,1,0.34910403540296175,0.04289566077794762,,0.5569620253164557,0.0
5,5,refinement,0.5,2,0.3664515231198552,0.03444967970568006,,0.5783132530120481,0.125
5,5,refinement,0.5,3,0.3518524702176444,0.03883584721098587,,0.5833333333333334,0.0
5,5,refinement,0.5,4,0.37699039901784226,0.0365772185340741,,0.6388888888888888,0.125
5,5,refinement,0.5,5,0.36768737050318845,0.030221072352276057,,0.5714285714285714,0.125
5,5,refinement,0.5,6,0.33747120894309557,0.03241894528197943,,0.4761904761904762,0.0
5,5,refinement,0.5,7,0.38206556038274697,0.03849160847169,,0.5301204819277109,0.125
5,5,refinement,0.8,0,0.3349633174478216,0.03986916910047212,,0.47058823529411753,0.0
5,5,refinement,0.8,1,0.3563633852512008,0.04449032631303619,,0.6086956521739131,0.0
5,5,refinement,0.8,2,0.3808598962124651,0.05787466643133049,,0.6,0.125
5,5,refinement,0.8,3,0.3389460021769979,0.04997434698358762,,0.6000000000000001,0.0
5,5,refinement,0.8,4,0.3639914976308788,0.04268485418475555,,0.6551724137931033,0.0
5,5,refinement,0.8,5,0.35735250592921547,0.044843306005313256,,0.5806451612903225,0.0
5,5,refinement,0.8,6,0.34696772422963784,0.04345541296632591,,0.6440677966101694,0.0
5,5,refinement,0.8,7,0.3624495477530266,0.06439653177532881,,0.5714285714285715,0.0
6,6,accumulation,N/A,0,0.30784443407861717,0.0011963162176071142,,0.2,0.0
6,6,accumulation,N/A,1,0.507022242005652,0.32281006229983084,,0.5,0.0
6,6,accumulation,N/A,2,0.463236168645376,0.10788037594943777,,0.7499999999999999,0.5
6,6,accumulation,N/A,3,0.3820544669821009,0.1949458671005763,,0.5714285714285715,0.0
6,6,accumulation,N/A,4,0.30869894202342424,0.15815857895692853,,0.36363636363636365,0.0
6,6,accumulation,N/A,5,0.4367425559194408,0.06857821386205228,,0.7499999999999999,0.5
6,6,accumulation,N/A,6,0.5052675263480056,0.3288654900417994,,0.8,0.0
6,6,accumulation,N/A,7,0.22976690236852917,0.04025388122355715,,0.2857142857142857,0.0
6,6,refinement,0.5,0,0.30784443407861717,0.0011963162176071142,,0.2,0.0
6,6,refinement,0.5,1,0.37927487915404745,0.3171248692402468,,0.2222222222222222,0.0
6,6,refinement,0.5,2,0.27510152082642353,0.004341300648048451,,0.14285714285714288,0.0
6,6,refinement,0.5,3,0.35002328553911877,0.27976070172601986,,0.2222222222222222,0.0
6,6,refinement,0.5,4,0.3529805096865405,0.3078206629987162,,0.2222222222222222,0.0
6,6,refinement,0.5,5,0.33427341912479924,0.279020160871261,,0.11764705882352941,0.0
6,6,refinement,0.5,6,0.3173523855023151,0.27673188967096635,,0.09090909090909091,0.0
6,6,refinement,0.5,7,0.3279814355788355,0.28544630295451007,,0.15384615384615383,0.0
6,6,refinement,0.8,0,0.30784443407861717,0.0011963162176071142,,0.2,0.0
6,6,refinement,0.8,1,0.35403934753622057,0.3123311249549345,,0.2222222222222222,0.0
